gid,role,role_score,cluster_id,priority_score,evidence,depth,is_seed,in_deg,out_deg,in_kzt,out_kzt,in_tx,out_tx,pagerank,betweenness,pass_through,truncated_by_depth,seed_reach,observed_flow,incomplete_inflow,temporal_matched_kzt,temporal_share,active_days,temporal_matched_days,same_day_flow_days,intercluster_degree,score_coordinator,score_consolidator,score_distributor,score_transit,score_terminal,score_peripheral,alternative_role,alternative_role_score,observation_note,norm_seed_convergence,contribution_seed_convergence,norm_observed_flow,contribution_observed_flow,norm_brokerage,contribution_brokerage,norm_fan_in,contribution_fan_in,why
100000000274067100,peripheral,0.1,1,0.38499999999999995,"Связи: вход 2, выход 3; оборот max(вход,выход) 2.97 млн KZT. Выраженная роль не установлена.",1,False,2,3,517704.0,2969000.0,9,9,0.00041117358396551416,0.0,5.734937338710924,False,1,2969000.0,True,55000.0,0.1062383137854836,13,2,2,0,0.0,0.0,0.0,0.0,0.0,0.1,none,0.0,Выход выше наблюдаемого входа: возможны средства вне периода или выборки.,0.1,0.034999999999999996,1.0,0.25,0.0,0.0,0.6666666666666666,0.09999999999999999,Главные вклады: поток 2.97 млн KZT (+0.250); 2 плательщиков (+0.100).
100000000287768100,terminal,0.630830806036514,0,0.3019532823573588,"Вход 35.2 тыс. KZT от 1 клиентов; выходящих связей 0, depth=3. Кандидат в конечные получатели за период.",3,False,1,0,35168.0,0.0,1,0,0.00028713245273729904,0.0,0.0,False,7,35168.0,False,0.0,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0.630830806036514,0.1,none,0.0,"Вывод ограничен периодом, банком и порогом выгрузки; роль — гипотеза для проверки.",0.7,0.24499999999999997,0.027813129429435417,0.006953282357358854,0.0,0.0,0.3333333333333333,0.049999999999999996,Главные вклады: достижим от 7 seed (+0.245); 1 плательщиков (+0.050).
100000000288317100,peripheral,0.1,0,0.37320942645356014,"Связи: вход 2, выход 3; оборот max(вход,выход) 100.0 тыс. KZT. Выраженная роль не установлена.",3,False,2,3,100000.0,53500.0,2,3,0.0003111043618435482,5.73936999109528e-05,0.535,False,7,100000.0,False,0.0,0.0,4,0,1,1,0.0,0.0,0.0,0.0,0.0,0.1,none,0.0,"Вывод ограничен периодом, банком и порогом выгрузки; роль — гипотеза для проверки.",0.7,0.24499999999999997,0.07908646903274402,0.019771617258186006,0.0337512367814967,0.008437809195374174,0.6666666666666666,0.09999999999999999,Главные вклады: достижим от 7 seed (+0.245); 2 плательщиков (+0.100).
100000000291906100,transit,0.5907706185567009,6,0.44642423966039674,"Вход 388.0 тыс., выход 455.9 тыс. KZT; выход/вход=1.17; совпадение по датам 2%. Гипотеза транзита.",2,False,2,2,388000.0,455854.0,3,6,0.0007579525141385339,7.682503099191591e-05,1.1748814432989692,False,7,455854.0,True,8000.0,0.020618556701030927,7,1,1,1,0.0,0.0,0.0,0.5907706185567009,0.0,0.1,none,0.0,Выход выше наблюдаемого входа: возможны средства вне периода или выборки.,0.7,0.24499999999999997,0.36051883254452494,0.09012970813613123,0.045178126097062246,0.011294531524265562,0.6666666666666666,0.09999999999999999,Главные вклады: достижим от 7 seed (+0.245); 2 плательщиков (+0.100).
100000000291908100,peripheral,0.1,6,0.3564934232508029,"Связи: вход 1, выход 1; оборот max(вход,выход) 295.5 тыс. KZT. Выраженная роль не установлена.",3,False,1,1,295500.0,13300.0,5,1,0.0007016683529497094,2.0870436331255566e-05,0.045008460236886635,False,7,295500.0,False,0.0,0.0,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,none,0.0,"Вывод ограничен периодом, банком и порогом выгрузки; роль — гипотеза для проверки.",0.7,0.24499999999999997,0.2337005159917586,0.05842512899793965,0.012273177011453345,0.0030682942528633362,0.3333333333333333,0.049999999999999996,Главные вклады: достижим от 7 seed (+0.245); поток 295.5 тыс. KZT (+0.058).
100000000297649100,peripheral,0.1,7,0.34395876178427925,"Связи: вход 1, выход 1; оборот max(вход,выход) 70.6 тыс. KZT. Выраженная роль не установлена.",2,False,1,1,40000.0,70600.0,1,2,0.0008023955010658233,0.0,1.765,False,8,70600.0,True,0.0,0.0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,none,0.0,Выход выше наблюдаемого входа: возможны средства вне периода или выборки.,0.8,0.27999999999999997,0.05583504713711728,0.01395876178427932,0.0,0.0,0.3333333333333333,0.049999999999999996,Главные вклады: достижим от 8 seed (+0.280); 1 плательщиков (+0.050).
100000000299820100,peripheral,0.1,8,0.29697716172581856,"Связи: вход 1, выход 0; оборот max(вход,выход) 10.0 тыс. KZT. Выраженная роль не установлена. Граница: выход неизвестен.",4,False,1,0,10000.0,0.0,1,0,0.0004475485592145032,0.0,0.0,True,7,10000.0,False,0.0,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,none,0.0,Граница глубины: дальнейшие переводы неизвестны; нельзя оценить удержание средств.,0.7,0.24499999999999997,0.007908646903274403,0.001977161725818601,0.0,0.0,0.3333333333333333,0.049999999999999996,Главные вклады: достижим от 7 seed (+0.245); 1 плательщиков (+0.050). Выход за границей неизвестен.
100000000307908100,terminal,0.6186804489929075,9,0.0859885808629093,"Вход 5.0 тыс. KZT от 1 клиентов; выходящих связей 0, depth=2. Кандидат в конечные получатели за период.",2,False,1,0,5000.0,0.0,1,0,0.00029551351935588584,0.0,0.0,False,1,5000.0,False,0.0,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0.6186804489929075,0.1,none,0.0,"Вывод ограничен периодом, банком и порогом выгрузки; роль — гипотеза для проверки.",0.1,0.034999999999999996,0.003954323451637202,0.0009885808629093004,0.0,0.0,0.3333333333333333,0.049999999999999996,Главные вклады: 1 плательщиков (+0.050); достижим от 1 seed (+0.035).
100000000331309100,distributor,1.0,10,0.895,99 получателей при 5 плательщиках; выход 23.00 млн KZT. Веер исходящих переводов.,2,False,5,99,984635.0,23001375.0,8,126,0.0008697421782368651,0.003725764735777501,23.360306103276848,False,7,23001375.0,True,984635.0,1.0,29,4,4,13,0.97,0.8049999999999999,1.0,0.0,0.0,0.1,coordinator,0.97,Выход выше наблюдаемого входа: возможны средства вне периода или выборки.,0.7,0.24499999999999997,1.0,0.25,1.0,0.25,1.0,0.15,Главные вклады: поток 23.00 млн KZT (+0.250); посредничество 0.00373 (+0.250).
100000000332284100,consolidator,0.8049999999999999,10,0.4673538338890538,Вход от 10 клиентов: 107.4 тыс. KZT; достижим от 7 seed. Схождение потоков.,2,False,10,3,107426.0,289500.0,12,3,0.0007127199419038356,0.00010281174468897086,2.69487833485376,False,7,289500.0,True,11500.0,0.10705043471785229,10,2,1,4,0.0,0.8049999999999999,0.0,0.0,0.0,0.1,none,0.0,Выход выше наблюдаемого входа: возможны средства вне периода или выборки.,0.7,0.24499999999999997,0.22895532784979394,0.057238831962448486,0.060460007706421355,0.015115001926605339,1.0,0.15,Главные вклады: достижим от 7 seed (+0.245); 10 плательщиков (+0.150).
100000000343175100,distributor,0.99375,11,0.7895592972966955,31 получателей при 8 плательщиках; выход 4.00 млн KZT. Веер исходящих переводов.,0,True,8,31,178712.0,4000039.0,14,33,0.000709762802885022,0.000983287573382587,22.382598818210305,False,7,4000039.0,True,130212.0,0.7286136353462555,13,8,10,10,0.8645592972966955,0.8049999999999999,0.99375,0.0,0.0,0.1,coordinator,0.8645592972966955,Seed: входящие переводы неполны из-за обхода только по исходящим. Выход выше наблюдаемого входа: возможны средства вне периода или выборки.,0.7,0.24499999999999997,1.0,0.25,0.5782371891867819,0.14455929729669548,1.0,0.15,Главные вклады: поток 4.00 млн KZT (+0.250); достижим от 7 seed (+0.245).
100000000369781100,peripheral,0.1,10,0.29598858086290925,"Связи: вход 1, выход 0; оборот max(вход,выход) 5.0 тыс. KZT. Выраженная роль не установлена. Граница: выход неизвестен.",4,False,1,0,5000.0,0.0,1,0,0.0005293214116071455,0.0,0.0,True,7,5000.0,False,0.0,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,none,0.0,Граница глубины: дальнейшие переводы неизвестны; нельзя оценить удержание средств.,0.7,0.24499999999999997,0.003954323451637202,0.0009885808629093004,0.0,0.0,0.3333333333333333,0.049999999999999996,Главные вклады: достижим от 7 seed (+0.245); 1 плательщиков (+0.050). Выход за границей неизвестен.
100000000375150100,peripheral,0.1,12,0.459314851774558,"Связи: вход 1, выход 0; оборот max(вход,выход) 300.0 тыс. KZT. Выраженная роль не установлена. Граница: выход неизвестен.",4,False,1,0,300000.0,0.0,1,0,0.0007408000165657037,0.0,0.0,True,10,300000.0,False,0.0,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,none,0.0,Граница глубины: дальнейшие переводы неизвестны; нельзя оценить удержание средств.,1.0,0.35,0.23725940709823207,0.05931485177455802,0.0,0.0,0.3333333333333333,0.049999999999999996,Главные вклады: достижим от 10 seed (+0.350); поток 300.0 тыс. KZT (+0.059). Выход за границей неизвестен.
100000000404740100,peripheral,0.1,13,0.29994290431454645,"Связи: вход 1, выход 0; оборот max(вход,выход) 25.0 тыс. KZT. Выраженная роль не установлена. Граница: выход неизвестен.",4,False,1,0,25000.0,0.0,1,0,0.0005545958748440707,0.0,0.0,True,7,25000.0,False,0.0,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,none,0.0,Граница глубины: дальнейшие переводы неизвестны; нельзя оценить удержание средств.,0.7,0.24499999999999997,0.019771617258186006,0.004942904314546501,0.0,0.0,0.3333333333333333,0.049999999999999996,Главные вклады: достижим от 7 seed (+0.245); 1 плательщиков (+0.050). Выход за границей неизвестен.
100000000408846100,terminal,0.6329783035092171,14,0.3030075049895653,"Вход 40.5 тыс. KZT от 1 клиентов; выходящих связей 0, depth=3. Кандидат в конечные получатели за период.",3,False,1,0,40500.0,0.0,1,0,0.00029410325405453,0.0,0.0,False,7,40500.0,False,0.0,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0.6329783035092171,0.1,none,0.0,"Вывод ограничен периодом, банком и порогом выгрузки; роль — гипотеза для проверки.",0.7,0.24499999999999997,0.03203001995826133,0.008007504989565333,0.0,0.0,0.3333333333333333,0.049999999999999996,Главные вклады: достижим от 7 seed (+0.245); 1 плательщиков (+0.050).
100000000413678100,peripheral,0.1,8,0.45787109612076743,"Связи: вход 2, выход 3; оборот max(вход,выход) 528.2 тыс. KZT. Выраженная роль не установлена.",3,False,2,3,306500.0,528198.0,2,18,0.0002990572511186549,5.73936999109528e-05,1.723321370309951,False,7,528198.0,True,71999.0,0.23490701468189235,15,2,1,1,0.0,0.0,0.0,0.0,0.0,0.1,none,0.0,Выход выше наблюдаемого входа: возможны средства вне периода или выборки.,0.7,0.24499999999999997,0.41773314770157327,0.10443328692539332,0.0337512367814967,0.008437809195374174,0.6666666666666666,0.09999999999999999,Главные вклады: достижим от 7 seed (+0.245); поток 528.2 тыс. KZT (+0.104).
100000000424935100,peripheral,0.1,15,0.2979657425887279,"Связи: вход 1, выход 0; оборот max(вход,выход) 15.0 тыс. KZT. Выраженная роль не установлена. Граница: выход неизвестен.",4,False,1,0,15000.0,0.0,1,0,0.0002997740664884058,0.0,0.0,True,7,15000.0,False,0.0,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,none,0.0,Граница глубины: дальнейшие переводы неизвестны; нельзя оценить удержание средств.,0.7,0.24499999999999997,0.011862970354911604,0.002965742588727901,0.0,0.0,0.3333333333333333,0.049999999999999996,Главные вклады: достижим от 7 seed (+0.245); 1 плательщиков (+0.050). Выход за границей неизвестен.
100000000425407100,terminal,0.6247217959716299,2,0.2989543234516372,"Вход 20.0 тыс. KZT от 1 клиентов; выходящих связей 0, depth=2. Кандидат в конечные получатели за период.",2,False,1,0,20000.0,0.0,1,0,0.00030343265155356573,0.0,0.0,False,7,20000.0,False,0.0,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0.6247217959716299,0.1,none,0.0,"Вывод ограничен периодом, банком и порогом выгрузки; роль — гипотеза для проверки.",0.7,0.24499999999999997,0.015817293806548807,0.003954323451637202,0.0,0.0,0.3333333333333333,0.049999999999999996,Главные вклады: достижим от 7 seed (+0.245); 1 плательщиков (+0.050).
100000000437046100,distributor,1.0,0,0.895,42 получателей при 9 плательщиках; выход 7.61 млн KZT. Веер исходящих переводов.,2,False,9,42,1107200.0,7606224.0,20,73,0.0007875362903822855,0.0019507410715349169,6.86978323699422,False,7,7606224.0,True,957200.0,0.8645231213872833,21,11,10,7,0.97,0.8049999999999999,1.0,0.0,0.0,0.1,coordinator,0.97,Выход выше наблюдаемого входа: возможны средства вне периода или выборки.,0.7,0.24499999999999997,1.0,0.25,1.0,0.25,1.0,0.15,Главные вклады: поток 7.61 млн KZT (+0.250); посредничество 0.00195 (+0.250).
100000000440392100,terminal,0.6592400388257232,16,0.31589958802276547,"Вход 105.7 тыс. KZT от 1 клиентов; выходящих связей 0, depth=1. Кандидат в конечные получатели за период.",1,False,1,0,105705.0,0.0,4,0,0.000295327846026578,0.0,0.0,False,7,105705.0,False,0.0,0.0,4,0,0,0,0.0,0.0,0.0,0.0,0.6592400388257232,0.1,none,0.0,"Вывод ограничен периодом, банком и порогом выгрузки; роль — гипотеза для проверки.",0.7,0.24499999999999997,0.08359835209106208,0.02089958802276552,0.0,0.0,0.3333333333333333,0.049999999999999996,Главные вклады: достижим от 7 seed (+0.245); 1 плательщиков (+0.050).
100000000456947100,peripheral,0.05,17,0.0,"Связи: вход 0, выход 0; оборот max(вход,выход) 0 KZT. Выраженная роль не установлена.",0,True,0,0,0.0,0.0,0,0,0.0002840373996672238,0.0,,False,0,0.0,True,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.05,none,0.0,Нет связей в предоставленной выборке; данных для роли недостаточно. Seed: входящие переводы неполны из-за обхода только по исходящим.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Приоритет 0: по наблюдаемым данным все четыре компонента рейтинга равны 0.
100000000470237100,peripheral,0.1,15,0.30142577560891043,"Связи: вход 1, выход 0; оборот max(вход,выход) 32.5 тыс. KZT. Выраженная роль не установлена. Граница: выход неизвестен.",4,False,1,0,32500.0,0.0,1,0,0.0005840777107240649,0.0,0.0,True,7,32500.0,False,0.0,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,none,0.0,Граница глубины: дальнейшие переводы неизвестны; нельзя оценить удержание средств.,0.7,0.24499999999999997,0.02570310243564181,0.006425775608910452,0.0,0.0,0.3333333333333333,0.049999999999999996,Главные вклады: достижим от 7 seed (+0.245); 1 плательщиков (+0.050). Выход за границей неизвестен.
100000000481716100,terminal,0.619888718388652,18,0.29658172938065486,"Вход 8.0 тыс. KZT от 1 клиентов; выходящих связей 0, depth=3. Кандидат в конечные получатели за период.",3,False,1,0,8000.0,0.0,1,0,0.00037496714671461493,0.0,0.0,False,7,8000.0,False,0.0,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0.619888718388652,0.1,none,0.0,"Вывод ограничен периодом, банком и порогом выгрузки; роль — гипотеза для проверки.",0.7,0.24499999999999997,0.006326917522619522,0.0015817293806548805,0.0,0.0,0.3333333333333333,0.049999999999999996,Главные вклады: достижим от 7 seed (+0.245); 1 плательщиков (+0.050).
100000000489417100,consolidator,0.8049999999999999,12,0.41356597407473883,Вход от 3 клиентов: 73.5 тыс. KZT; достижим от 7 seed. Схождение потоков.,2,False,3,1,73504.0,80000.0,3,1,0.0005484755558126822,1.8696432546749776e-05,1.0883761427949499,False,7,80000.0,True,0.0,0.0,2,0,1,1,0.0,0.8049999999999999,0.0,0.7174357858075752,0.0,0.1,transit,0.7174357858075752,Выход выше наблюдаемого входа: возможны средства вне периода или выборки.,0.7,0.24499999999999997,0.06326917522619523,0.015817293806548807,0.010994721072760288,0.002748680268190072,1.0,0.15,Главные вклады: достижим от 7 seed (+0.245); 3 плательщиков (+0.150).
100000000490383100,consolidator,0.8049999999999999,16,0.49312496119389815,Вход от 3 клиентов: 62.6 тыс. KZT; достижим от 7 seed. Схождение потоков.,2,False,3,8,62600.0,461375.0,3,9,0.0005447706831680446,4.695848174532502e-05,7.37020766773163,False,7,461375.0,True,0.0,0.0,9,0,1,2,0.0,0.8049999999999999,0.0,0.0,0.0,0.1,none,0.0,Выход выше наблюдаемого входа: возможны средства вне периода или выборки.,0.7,0.24499999999999997,0.36488519649982276,0.09122129912495569,0.027614648275770027,0.006903662068942507,1.0,0.15,Главные вклады: достижим от 7 seed (+0.245); 3 плательщиков (+0.150).
100000000500040100,peripheral,0.1,0,0.2989543234516372,"Связи: вход 1, выход 0; оборот max(вход,выход) 20.0 тыс. KZT. Выраженная роль не установлена. Граница: выход неизвестен.",4,False,1,0,20000.0,0.0,1,0,0.0003043845025091591,0.0,0.0,True,7,20000.0,False,0.0,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,none,0.0,Граница глубины: дальнейшие переводы неизвестны; нельзя оценить удержание средств.,0.7,0.24499999999999997,0.015817293806548807,0.003954323451637202,0.0,0.0,0.3333333333333333,0.049999999999999996,Главные вклады: достижим от 7 seed (+0.245); 1 плательщиков (+0.050). Выход за границей неизвестен.
100000000507799100,peripheral,0.1,19,0.31345734777140316,"Связи: вход 1, выход 1; оборот max(вход,выход) 8.0 тыс. KZT. Выраженная роль не установлена.",1,False,1,1,5132.0,8000.0,1,1,0.000284585553214513,0.0001147873998219056,1.558846453624318,False,7,8000.0,True,0.0,0.0,2,0,0,1,0.0,0.0,0.0,0.0,0.0,0.1,none,0.0,Выход выше наблюдаемого входа: возможны средства вне периода или выборки.,0.7,0.24499999999999997,0.006326917522619522,0.0015817293806548805,0.0675024735629934,0.01687561839074835,0.3333333333333333,0.049999999999999996,Главные вклады: достижим от 7 seed (+0.245); 1 плательщиков (+0.050).
100000000533217100,terminal,0.6382491773699197,0,0.3055950165401441,"Вход 53.6 тыс. KZT от 1 клиентов; выходящих связей 0, depth=2. Кандидат в конечные получатели за период.",2,False,1,0,53587.0,0.0,1,0,0.0006484523894250592,0.0,0.0,False,7,53587.0,False,0.0,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0.6382491773699197,0.1,none,0.0,"Вывод ограничен периодом, банком и порогом выгрузки; роль — гипотеза для проверки.",0.7,0.24499999999999997,0.04238006616057654,0.010595016540144135,0.0,0.0,0.3333333333333333,0.049999999999999996,Главные вклады: достижим от 7 seed (+0.245); 1 плательщиков (+0.050).
100000000534581100,peripheral,0.1,8,0.35887680008280554,"Связи: вход 2, выход 1; оборот max(вход,выход) 56.0 тыс. KZT. Выраженная роль не установлена.",3,False,2,1,55960.0,40000.0,2,1,0.0002968213472469328,1.9131233303650935e-05,0.7147962830593281,False,7,55960.0,False,0.0,0.0,3,0,0,1,0.0,0.0,0.0,0.0,0.0,0.1,none,0.0,"Вывод ограничен периодом, банком и порогом выгрузки; роль — гипотеза для проверки.",0.7,0.24499999999999997,0.04425678807072356,0.01106419701768089,0.0112504122604989,0.002812603065124725,0.6666666666666666,0.09999999999999999,Главные вклады: достижим от 7 seed (+0.245); 2 плательщиков (+0.100).
100000000542087100,peripheral,0.1,20,0.29668195368569833,"Связи: вход 1, выход 0; оборот max(вход,выход) 8.5 тыс. KZT. Выраженная роль не установлена. Граница: выход неизвестен.",4,False,1,0,8506.91,0.0,1,0,0.0002848771603949127,0.0,0.0,True,7,8506.91,False,0.0,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,none,0.0,Граница глубины: дальнейшие переводы неизвестны; нельзя оценить удержание средств.,0.7,0.24499999999999997,0.006727814742793404,0.001681953685698351,0.0,0.0,0.3333333333333333,0.049999999999999996,Главные вклады: достижим от 7 seed (+0.245); 1 плательщиков (+0.050). Выход за границей неизвестен.
100000000552584100,peripheral,0.1,21,0.37,"Связи: вход 1, выход 1; оборот max(вход,выход) 2.50 млн KZT. Выраженная роль не установлена.",3,False,1,1,2500000.0,57500.0,3,1,0.0013958085598048194,0.0,0.023,False,2,2500000.0,False,0.0,0.0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,none,0.0,"Вывод ограничен периодом, банком и порогом выгрузки; роль — гипотеза для проверки.",0.2,0.06999999999999999,1.0,0.25,0.0,0.0,0.3333333333333333,0.049999999999999996,Главные вклады: поток 2.50 млн KZT (+0.250); достижим от 2 seed (+0.070).
